VERSION 3
POINT_NUMB ADDR ID                                   TYP MESSAGE                              ALM   EQ  INF   OR  UN  RTU  ASDU       KCONV1       KCONV2  SUPCMD  DC  PR       INIVAL "SUBEST~BAY~DESCRIPTION"
  32956       0 KEP1KYU21RPC1--01LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KYU2 230kV~UPC1-Link Failure-1"
  32957       0 KEP1KYU21RPC2--01LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KYU2 230kV~UPC2-Link Failure-1"
  32958       0 KEP1KYU21RPC1--02LnFl                  D NORMAL/ALARMED                         8  315  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KYU2 230kV~UPC1-Link Failure-2"
  32959       0 KEP1KYU21RPC2--02LnFl                  D NORMAL/ALARMED                         8  316  239    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KYU2 230kV~UPC2-Link Failure-2"
  32960       0 KEP1KYU21RTPCP---CmHt                  D COM_DEFEITO/SEM_DEFEITO               43  186  185    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KEP1~TL1 KYU2 230kV~CanalTelepr-CommHealth-Pri"
  32961       0 KEP1KYU21RTPCA---CmHt                  D COM_DEFEITO/SEM_DEFEITO               43  186  185    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KEP1~TL1 KYU2 230kV~CanalTelepr-CommHealth-Alt"
  32962       0 KEP1KYU21RPC1----CmFl                  D NORMAL/NO_COMMS                       32  315   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KYU2 230kV~UPC1-Communic.Failure"
  32963       0 KEP1KYU21RPC2----CmFl                  D NORMAL/NO_COMMS                       32  316   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KYU2 230kV~UPC2-Communic.Failure"
  32964       0 KEP1KYU21XCBR5204                      D OFF/ON                                 2   27    0    0   E    0     0       1.0000       0.0000       0   2   0       0.0000 "KEP1~TL1 KYU2 230kV~BRK52-04:status"
  32965       0 KEP1KYU21XSWI8924                      D OPEN/CLOSED                           92   28    0    0   E    0     0       1.0000       0.0000       0   2   1       1.0000 "KEP1~TL1 KYU2 230kV~SW89-24:status"
  32966       0 KEP1KYU21XSWI8926                      D OPEN/CLOSED                           92   28    0    0   E    0     0       1.0000       0.0000       0   2   1       0.0000 "KEP1~TL1 KYU2 230kV~SW89-26:status"
  32967       0 KEP1KYU21XSWI8928                      D OPEN/CLOSED                           92   28    0    0   E    0     0       1.0000       0.0000       0   2   1       0.0000 "KEP1~TL1 KYU2 230kV~SW89-28:status"
  32968       0 KEP1KYU21XSWI2907                      D OPEN/CLOSED                           92   28    0    0   E    0     0       1.0000       0.0000       0   2   1       1.0000 "KEP1~TL1 KYU2 230kV~SW29-07:status"
  32969       0 KEP1KYU21MVPP--AB                      A kV                                   201    1    0    0   E    0     0       1.0000       0.0000       0  -1   0     235.5000 "KEP1~TL1 KYU2 230kV~Voltage-Phases AB"
  32970       0 KEP1KYU21MTVA                          A MVA                                  208    8    0    0   E    0     0       1.0000       0.0000       0  -1   0     134.3000 "KEP1~TL1 KYU2 230kV~Apparent Power"
  32971       0 KEP1KYU21MTWT                          A MW                                   206    6    0    0   E    0     0       1.0000       0.0000       0  -1   0    -133.8000 "KEP1~TL1 KYU2 230kV~Active power"
  32972       0 KEP1KYU21MTVR                          A MVAr                                 207    7    0    0   E    0     0       1.0000       0.0000       0  -1   0      11.9000 "KEP1~TL1 KYU2 230kV~Reactive power"
  32973       0 KEP1KYU21MAPH--A                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     334.0000 "KEP1~TL1 KYU2 230kV~Current-Phase A"
  32974       0 KEP1KYU21MAPH--B                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     325.0000 "KEP1~TL1 KYU2 230kV~Current-Phase B"
  32975       0 KEP1KYU21MAPH--C                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     330.0000 "KEP1~TL1 KYU2 230kV~Current-Phase C"
  32976       0 KEP1KYU21RFLOP---FDkm                  A km                                   232   32    8    0   E    0     0       1.0000       0.0000       0  11   0      16.5000 "KEP1~TL1 KYU2 230kV~Fault Loc.-FaultDist-Pri"
  32977       0 KEP1KYU21RFLOA---FDkm                  A km                                   232   32    8    0   E    0     0       1.0000       0.0000       0  11   0      16.7000 "KEP1~TL1 KYU2 230kV~Fault Loc.-FaultDist-Alt"
  33198       0 KEP1KPM21RUP2----CmFl                  D NORMAL/NO_COMMS                       32  318   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KPM2~UP2-Communic.Failure"
  33199       0 KEP1KPM21ZUACP---CmFl                  D NORMAL/NO_COMMS                       32  253   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KPM2~UAC-Communic.Failure-MainProt"
  33288       0 KEP1KPM21ZUACA---CmFl                  D NORMAL/NO_COMMS                       32  253   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KPM2~UAC-Communic.Failure-ProtAlt"
  33289       0 KEP1KPM21ZUAC--01CmFl                  D NORMAL/NO_COMMS                       32  253   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KPM2~UAC-Communic.Failure-Índ.1"
  33290       0 KEP1KPM21ZUAC--02CmFl                  D NORMAL/NO_COMMS                       32  253   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KEP1~TL1 KPM2~UAC-Communic.Failure-Índ.2"
  33291       0 KEP1KPM21ZPNL--01LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Painel-Falta CC-Índ.1"
  33292       0 KEP1KPM21ZPNL--02LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Painel-Falta CC-Índ.2"
  33293       0 KEP1KPM21ZPNL--03LoDC                  D NORMAL/ALARMED                         8  176   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Painel-Falta CC-Índ.3"
  33294       0 KEP1KPM21XCBR5201                      D OFF/ON                                 2   27    0    0   E    0     0       1.0000       0.0000       0   2   0       1.0000 "KEP1~TL1 KPM2~BRK52-01:status"
  33295       0 KEP1KPM21RCLR5201                      D REMOTE/LOCAL                          38  310    0    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KEP1~TL1 KPM2~Switch (43LR)-BR52-01"
  33296       0 KEP1KPM21XCMD5201                      D NORMAL/ALARMED                         8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Mola descarr.-BR52-01"
  33297       0 KEP1KPM21XCPS5201Est1                  D NORMAL/ALARMED                         8   53   32    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Bx.pr.SF6-Estg.1-BR52-01"
  33298       0 KEP1KPM21XCPS5201Est2                  D NORMAL/ALARMED                         8   53   33    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Bx.pr.SF6-Estg.2-BR52-01"
  33299       0 KEP1KPM21XCB15201Sprv                  D NORMAL/ALARMED                         8   42   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Bob.abert.1-Superv-BR52-01"
  33302       0 KEP1KPM21XCB25201Sprv                  D NORMAL/ALARMED                         8   43   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KEP1~TL1 KPM2~Bob.abert.2-Superv-BR52-01"
  33381       0 KIK3KAL11MAPH--B                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     213.0000 "KIK3~TL1 KAL1 138kV~Current-Phase B"
  33382       0 KIK3KAL11MAPH--C                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     215.0000 "KIK3~TL1 KAL1 138kV~Current-Phase C"
  33383       0 KIK3KAL11RFLOP---FDkm                  A km                                   232   32    8    0   E    0     0       1.0000       0.0000       0  11   0      68.0000 "KIK3~TL1 KAL1 138kV~Fault Loc.-FaultDist-Pri"
  33384       0 KIK3KAL11RFLOA---FDkm                  A km                                   232   32    8    0   E    0     0       1.0000       0.0000       0  11   0       0.0000 "KIK3~TL1 KAL1 138kV~Fault Loc.-FaultDist-Alt"
  33388       0 KIK3KYU21MVPP--AB                      A kV                                   201    1    0    0   E    0     0       1.0000       0.0000       0  -1   0     141.6000 "KIK3~TL1 KYU2 138kV~Voltage-Phases AB"
  33389       0 KIK3KYU21MTWT                          A MW                                   206    6    0    0   E    0     0       1.0000       0.0000       0  -1   0     -79.0000 "KIK3~TL1 KYU2 138kV~Active power"
  33390       0 KIK3KYU21MTVR                          A MVAr                                 207    7    0    0   E    0     0       1.0000       0.0000       0  -1   0      -8.0000 "KIK3~TL1 KYU2 138kV~Reactive power"
  33391       0 KIK3KYU21MAPH--A                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     328.0000 "KIK3~TL1 KYU2 138kV~Current-Phase A"
  33392       0 KIK3KYU21MAPH--B                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     322.0000 "KIK3~TL1 KYU2 138kV~Current-Phase B"
  33393       0 KIK3KYU21MAPH--C                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     326.0000 "KIK3~TL1 KYU2 138kV~Current-Phase C"
  33394       0 KIK3KYU21RFLOP---FDkm                  A km                                   232   32    8    0   E    0     0       1.0000       0.0000       0  11   0     228.0000 "KIK3~TL1 KYU2 138kV~Fault Loc.-FaultDist-Pri"
  33395       0 KIK3KYU21RFLOA---FDkm                  A km                                   232   32    8    0   E    0     0       1.0000       0.0000       0  11   0      33.0000 "KIK3~TL1 KYU2 138kV~Fault Loc.-FaultDist-Alt"
  33399       0 KIK3TR1-cMTWT                          A MW                                   206    6    0    0   E    0     0       1.0000       0.0000       0  -1   0     -12.3000 "KIK3~TR1 Sd.23kV~Active power"
  33400       0 KIK3TR1-cMTVR                          A MVAr                                 207    7    0    0   E    0     0       1.0000       0.0000       0  -1   0       0.4000 "KIK3~TR1 Sd.23kV~Reactive power"
  33401       0 KIK3TR1-cMAPH--A                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     301.0000 "KIK3~TR1 Sd.23kV~Current-Phase A"
  33402       0 KIK3TR1-cMAPH--B                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     296.0000 "KIK3~TR1 Sd.23kV~Current-Phase B"
  33403       0 KIK3TR1-cMAPH--C                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     309.0000 "KIK3~TR1 Sd.23kV~Current-Phase C"
  33404       0 KIK3TR1--YTAP                          A Pos                                  216   16    0    0   E    0     0       1.0000       0.0000       0   0   0       0.0000 "KIK3~TR1~Tap position"
  33405       0 KIK3TR2-cMTWT                          A MW                                   206    6    0    0   E    0     0       1.0000       0.0000       0  -1   0     -14.8000 "KIK3~TR2 Sd.23kV~Active power"
  33406       0 KIK3TR2-cMTVR                          A MVAr                                 207    7    0    0   E    0     0       1.0000       0.0000       0  -1   0      -0.7000 "KIK3~TR2 Sd.23kV~Reactive power"
  33407       0 KIK3TR2-cMAPH--A                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     368.0000 "KIK3~TR2 Sd.23kV~Current-Phase A"
  33408       0 KIK3TR2-cMAPH--B                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     361.0000 "KIK3~TR2 Sd.23kV~Current-Phase B"
  33409       0 KIK3TR2-cMAPH--C                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0     354.0000 "KIK3~TR2 Sd.23kV~Current-Phase C"
  33410       0 KIK3TR2--YTAP                          A Pos                                  216   16    0    0   E    0     0       1.0000       0.0000       0   0   0       0.0000 "KIK3~TR2~Tap position"
  33411       0 KIK3TR3-1MTWT                          A MW                                   206    6    0    0   E    0     0       1.0000       0.0000       0  -1   0       0.0000 "KIK3~TR3 Sd.138kV~Active power"
  33412       0 KIK3TR3-1MTVR                          A MVAr                                 207    7    0    0   E    0     0       1.0000       0.0000       0  -1   0       0.0000 "KIK3~TR3 Sd.138kV~Reactive power"
  33413       0 KIK3TR3-1MAPH--A                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0       0.0000 "KIK3~TR3 Sd.138kV~Current-Phase A"
  33414       0 KIK3TR3-1MAPH--B                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0       0.0000 "KIK3~TR3 Sd.138kV~Current-Phase B"
  33415       0 KIK3TR3-1MAPH--C                       A A                                    203    3    0    0   E    0     0       1.0000       0.0000       0   0   0       0.0000 "KIK3~TR3 Sd.138kV~Current-Phase C"
  33416       0 KIK3TR3-cMTWT                          A MW                                   206    6    0    0   E    0     0       1.0000       0.0000       0  -1   0       0.0000 "KIK3~TR3 Sd.23kV~Active power"
  33417       0 KIK3TR3-cMTVR                          A MVAr                                 207    7    0    0   E    0     0       1.0000       0.0000       0  -1   0       0.0000 "KIK3~TR3 Sd.23kV~Reactive power"
